번호,모델코드,모델명,규격,단위,단가,작성자,작성일,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33 ,PA-ETB2123,ETB-2123,ETB-2123,EA,,이진형,06월 05일,CASE-ETB2123,1,BOX-ETB2123,1,HAND-삼형 3H,2,PADCOM-06,2,PCB-LTB713-01,6,PCB-LTB713-01,6,CONN-CHD1140-03,6,SCR-BHTS-B4*8(질착),8,SCR-BHTS-B3*8(NI),8,SCR-BHMS4*8(천연),4,SCR-BHMS3*35(천연),1,WASHER-3(평),1,SCR-RACK,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34 ,PA-LAB743,LAB-743,LAB-743,EA,,이진형,06월 05일,BOX-LAB743,1,CASE-LAB743,1,FAN-DFB122524H(A),2,PAD-AUTO BLOWER,1,PCB-LAB743,1,TER-TB305B,1,TER-TB305R,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35 ,PA-LEK761,LEK-761,LEK-761,EA,,이진형,06월 05일,BOX-LOTTE1H,1,CASE-LEK761,1,CONN-LEK761-02,2,CONN-LEK761-03,1,CONN-LEK761-04,1,CONN-CHD1140-01,1,CONN-CHD1140-06,1,FR-LEK761,1,HAND-LOT1H(착색),2,KNOB-LPK761,1,LED-5*2/R,1,PADCOM-01,1,PADCOM-02,1,PCB-LEK761-01,1,PCB-LEK761-02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36 ,PA-LEP762V,LEP-762V,LEP-762V,EA,,이진형,06월 05일,ACR-LEP762-E,1,BOX-LOTTE2H,1,CAP-LSP120-01,1,CASE-LEP762V,1,CONN-EEP2162V-03,1,CONN-EEP2162V-05,1,CONN-CHD1140-05,1,FR-LEP762V,1,HAND-LOTTE 2H,2,KNOB-GRAY-SMALL,1,KNOB-SH-1U(흑색),2,KNOB-SH-1U(백색),1,MET-마농4P,1,MIC-DMA500,1,PADCOM-02,2,PCB-EEP2162V-01,1,PCB-EEP2162V-02,1,PCB-EEP2162V-03,1,PCB-EEP2162V-04,1,PCB-EEP2162V-05,1,SP-MICRO SPEAKER,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37 ,PA-LML761,LML-761,LML-761,EA,,이진형,06월 05일,ACR-LML761,1,BOX-LOTTE1H,1,CASE-LML761,1,CONN-LML761-01,1,CONN-CHD1140-06,2,CONN-CHD1140-04,1,CONN-LML761-05,1,CONN-LML761-06,1,FR-LML761,1,HAND-LOT1H(착색),2,PADCOM-01,1,PADCOM-02,1,PCB-LML761-01,1,PCB-LML761-02,1,SWI-BSD-108,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38 ,PA-LPB762,LPB-762,LPB-762,EA,,이진형,06월 05일,ACR-LPB762FND,1,ACR-LPB762LED,1,BOX-LOTTE2H-1,1,CASE-LPB762,1,CONC-472,1,CONN-LPB762-01,1,CONN-LPB762-02,1,CONN-LPB762-03,1,CONN-LPB762-04,1,CONN-LPB762-05,1,CONN-LPB762-07,1,CONN-LPB762-08,1,CORD-250/7A,1,FR-LPB762,1,FUSE FH-01A,2,H/S-EPA3173-06,1,HAND-LOTTE 2H,2,IC-NJM7805FA,1,PADCOM-02,2,PCB-LPB762-01,1,PCB-LPB762-02,1,PCB-LPB762-03,1,PCB-LPB762-04,1,PCB-LPB-EDM999-01,1,PCB-LPB-EDM999-02,1,SWI-POWER,1,TR-2SC4467,1,TRANS-EPB2032,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39 ,PA-LPK761,LPK-761,LPK-761,EA,,이진형,06월 05일,BOX-LOTTE1H,1,CASE-LPK761,1,CONN-LML761-11,1,CONN-LPK761-02,1,CONN-LPK761-03,1,FR-LPK761,1,HAND-LOT1H(착색),2,KNOB-LPK761,1,LED-5*2/R,1,PADCOM-01,1,PADCOM-02,1,PCB-LPK761-01,1,PCB-LPK761-02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40 ,PA-LPK761D,LPK-761D,LPK-761D,EA,,이진형,06월 05일,BOX-LOTTE1H,1,CASE-LPK761D,1,CONN-LML761-09,1,CONN-LML761-10,1,CONN-LPK761D-02,1,CONN-LPK761D-03,1,CONN-LPK761D-04,2,FR-LPK761D,1,HAND-LOT1H(착색),2,KNOB-LPK761,1,LED-5*2/R,1,PADCOM-01,1,PADCOM-02,1,PCB-LPK761D-1,1,PCB-LPK761D-2,1,PCB-LPK761D-3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 ,PA-LPM782,LPM-782,LPM-782,EA,,이진형,06월 05일,BOX-LOTTE2H,1,CAP-IVORY-SMALL,1,CASE-LPM782A,1,FR-LPM782A,1,HAND-LOTTE 2H,2,KNOB-BLACK-SMALL,1,KNOB-LPM782A,1,PADCOM-02,2,PCB-EPM2082B-01,1,PCB-EPM2082B-02,1,PCB-EPM2082B-03,1,SP-MSF2D30,1,SUP-HEXA-5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42 ,PA-LPO783,LPO-783,LPO-783,EA,,이진형,06월 05일,ACR-LPO783AC-E,1,ACR-LPO783DC-E,1,BOX-LPO783,1,CASE-LPO783,1,CONN-EPD2083-23,1,CONN-EPD2083-24,1,CONN-EPD2083-01,1,CONN-EPD2083-02,1,CONN-EPD2083-03,1,CONN-EPD2083-05,1,CONN-EPD2083-06,1,CONN-EPD2083-09,1,CONN-EPD2083-10,1,CONN-EPD2083-11,1,CONN-EPD2083-12,4,CONN-EPD2083-13,1,CONN-EPD2083-14,1,CONN-EPD2083-15,1,CONN-EPD2083-16,1,CONN-EPD2083-17,1,CONN-EPD2083-18,1,CONN-EPD2083-19,1,CONN-EPD2083-20,1,CORD-250/15A,1,CORD-STOPPER,1,FR-LPO783,1,FUSE FH-01A,2,FUSE-1A,2,FUSE-3A-02,2,HAND-LOTTE 3H,2,MANUAL-LPO783,1,MUL-LPO783,5,PADCOM-04,2,PCB-EDM999-01&02 AC,1,PCB-EDM999-01&02 DC,1,PCB-EPD2083-AC OUT,1,PCB-EPD2083-BATTERY,1,PCB-EPD2083-DC24V OUT,1,PCB-EPD2083-LED,1,PCB-EPD2083-MAIN,1,SWI-POWER,1,TRANS-EPD2083,1
43 ,PA-LPP713,LPP-713,LPP-713,EA,,이진형,06월 05일,CASE-LPP713A,1,FR-LPP713A,1,HAND-롯데 3H,2,TRANS-EPA2123,1,H/S-LPP723,1,PCB-EPA2123-01,1,PCB-EPA2123-02,1,PCB-EPA2123-03,1,PCB-EPA2123-04,1,PCB-EPA2123-05,1,CONN-EPA2123-01,2,CONN-EPA2123-02,1,CONN-EPA2123-03,2,CONN-EPA2123-04,2,CONN-EPA2123-05,1,CONN-EPA2123-06,2,CONN-EPA2123-07,1,CONN-EPA2123-08,1,CONN-046,1,CONN-047,1,CONN-050,1,CORD-250/7A,1,FAN-DFB122524H(A),1,ACR-영문-16dB,1,SWI-POWER,1,BOX-LOTTE3H,1,PADCOM-04,2,TER-INLETDB14F2,1,FUSE-2A-02,2,FUSE-10A   ,2,노브 16PIE 몰드,1,,,,,,,,,,,,,,,,,,,,,,
44 ,PA-LPP723,LPP-723,LPP-723,EA,,이진형,06월 05일,CASE-LPP-723,1,FR-LPP723,1,HAND-롯데 3H,2,TRANS-EPA2243,1,H/S-LPP723,1,PCB-EPA2243-01,1,PCB-EPA2243-02,1,PCB-EPA2243-03,1,PCB-EPA2243-04,1,PCB-EPA2243-05,1,CONN-EPA2123-01,2,CONN-EPA2123-02,1,CONN-EPA2123-03,2,CONN-EPA2123-04,2,CONN-EPA2123-05,1,CONN-EPA2123-06,2,CONN-EPA2123-07,1,CONN-EPA2123-08,1,CONN-046,1,CONN-047,1,CONN-050,1,CORD-250/7A,1,FAN-DFB122524H(A),1,ACR-영문-16dB,1,RL2-321-C-2-BK(IO),1,BOX-LOTTE3H,1,PADCOM-04,2,AS-08 10A 250V,1,FUSE-3A     * 20mm *,2,FUSE-10A   * 31.8mm *,4,노브 16PIE 몰드,1,,,,,,,,,,,,,,,,,,,,,,
45 ,PA-LPP743,LPP-743,LPP-743,EA,,이진형,06월 05일,CASE-LPP743,1,FR-LPP743,1,HAND-LOT3H(착색),2,TRANS-EPA2403,1,H/S-EPA2403-04,1,PCB-EPA3173-01,1,PCB-EPA3173-02,1,PCB-EPA3173-03,1,PCB-EPA3173-04,1,PCB-EPA3173-05,1,CONN-EPA3173-01,1,CONN-EPA3173-02-1,2,CONN-EPA3173-03,1,CONN-EPA3173-04,1,CONN-EPA3173-05,1,CONN-EPA3173-06,2,CONN-EPA3173-11,1,CONN-EPA3173-12,1,CONN-EPA3173-13,1,CONN-046,1,CONN-047,1,CONN-050,1,CONN-EPA3173-08,1,CORD-250/7A,1,FAN-DFB902524M,2,ACR-영문-16dB,1,SWI-POWER,1,SWI-R45,1,SWI-R95,1,FUSE-5A-02 *20mm*,2,FUSE-15A,4,BOX-LOTTE3H,1,PADCOM-03,2,TER-INLETDB14F2,1,,,,,,,,,,,,,,,,
46 ,PA-LRG761,LRG-761,LRG-761,EA,,이진형,06월 05일,BOX-LOTTE1H,1,CASE-LRG761,1,CONN-CHD1140-02,1,CONN-CHD1140-07,3,CONN-LRG761-01,1,CONN-LRG761-03,1,FR-LRG761,1,HAND-LOT1H(착색),2,PADCOM-01,1,PADCOM-02,1,PCB-LRG761-01,1,PCB-LRG761-02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47 ,PA-LRG761N,LRG-761N,LRG-761N,EA,,이진형,06월 05일,BOX-LOTTE1H,1,CASE-LRG761N,1,CONN-CHD1140-02,1,CONN-CHD1140-03,2,FR-LRG761N,1,HAND-LOT1H(착색),2,PADCOM-01,1,PADCOM-02,1,PCB-LRG761N-01,1,PCB-LRG761N-02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48 ,PA-LTB713,LTB-713,LTB-713,EA,,이진형,06월 05일,BOX-LTB713,1,CASE-LTB713,1,CONN-CHD1140-03,6,FR-LTB713,1,HAND-LOTTE 3H,2,PADCOM-06,2,PCB-LTB713-01,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49 ,SP-ECP-201,ECP-201,ECP-201,EA,,이진형,06월 05일,BOX-ECP201,,SP-ECP-201상,1,SP-ECP-201하,1,PAD-ECP201-01,,PAD-ECP201-02,,POLYBAG-33*23,1,SCR-PHTS-1,2,SP-300RB326,1,SPRING-ECP201,2,STI-EWP201A,1,TRANS-EWP201A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50 ,SP-ECP-201A,ECP-201A,ECP-201A,EA,,이진형,06월 05일,BOX-ECP201,,CASE-ECP201A,,FR-ECP201A,1,FR-ECP201A-02,1,PAD-ECP201-01,,PAD-ECP201-02,,POLYBAG-33*23,1,SCR-PHTS-1,6,SP-300SB326(사각),1,SPRING-ECP201A,2,STI-EWP201A,1,TRANS-EWP201A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51 ,SP-EWP-201(A),EWP-201A,EWP-201(A),EA,,이진형,06월 05일,BOX-EWP201A,,PAD-EWP201A,,SCR-PHTS-1,4,SP-300RB326,1,SP-EWP-201(A)백색,1,SP-EWP-201BASE,1,STI-EWP201A,1,TRANS-EWP201A,1,MET-부직포,1,STI-EWP201A-01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52 ,PA-HSP120,HSP-120,HSP-120,EA,,이진형,06월 05일,BOX-EKARS2H-03,1,CASE-HSP120,1,CONN-HSP120-10,1,CONN-HSP120-11,2,CONN-HSP120-12,1,CONN-HSP120-13,1,CONN-HSP120-14,1,CONN-HSP120-15,1,CORD-250/7A,1,DIO-GBJ2506,1,FAN-LSP120-01,1,FUSE-1.5A/20mm/TIMELAG,2,H/S-HSP120-01,1,H/S-HSP120-02,1,KNOB-CUP12.6-04,4,KNOB-D-COLOR-02,1,KNOB-GRAY-LARGE,1,KNOB-GRAY-SMALL,1,MANUAL-HSP120,1,M,6,PADCOM-04,2,PCB-HSP120-01,1,PCB-HSP120-02,1,PCB-HSP120-03,1,PCB-HSP120-04,1,PCB-HSP120-05,1,PCB-HSP120-06,1,PCB-HSP120-07,1,STI-HSP120,2,SWI-RL3-221-G2-BK,1,TER-INLETSC8F21,1,TRANS-HSP120,1,MET-BUMP ON-02,4,,,,,,,,,,,,,,,,,,
53 ,PA-EMT2204,EMT-2204,EMT-2204,EA,,이진형,06월 05일,ACR-EMT2204,1,BOX-EKARS3-1,1,CABLE-UTP-02,1,CASE-EMT2204,1,CONN-CHD1140-05,1,CONN-EMT2204-02,1,CONN-EMT2204-04,1,HAND-삼형 3H,2,KNOB-EMT2204-01,3,LCD-EMT2204-01,1,MANUAL-EMT2204,1,PADCOM-02,1,PADCOM-04,1,PCB-EMT2204-01,1,PCB-EMT2204-02,1,STI-EMT2204,1,SWI-WAV2212,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54 ,PA-EDP2203,EDP-2203,EDP-2203,EA,,이진형,06월 05일,ACR-EDP2203,1,BOX-EKARS2H-03,1,CABLE-UTP-02,1,CASE-EDP2203,1,CONN-EDP2203-01,1,CONN-EDP2203-02,1,CONN-EDP2203-03,1,CONN-EDP2203-04,2,CONN-EDP2203-05,1,CONN-EDP2203-06,1,CONN-EDP2203-07,1,CONN-EDP2203-08,1,CONN-EDP2203-10,1,CONN-EDP2203-11,1,CONN-EDP2203-12,1,CONN-EDP2203-13,1,CONN-EDP2203-14,1,CONN-EDP2203-15,1,CONN-EDP2203-16,1,CONN-EDP2203-17,1,CONN-EDP2203-18,1,CONN-EDP2203-19,1,CONN-EDP2203-20,1,CORD-250/7A,1,HAND-삼형 2H,2,OUTLET-EDP2203-01,1,PADCOM-04,2,PCB-EDP2203-01,1,PCB-EDP2203-02,1,MET-ELECT,2,MET-ELECT,1,STI-EDP2203,2,SWI-POWER,1,,,,,,,,,,,,,,,,,,
55 ,PA-ERI2202,ERI-2202,ERI-2202,EA,,이진형,06월 05일,BOX-EKARS1H,1,CAP-BLACK-LARGE,1,CABLE-UTP-02,1,CASE-ERI2202,1,CONN-050,1,CONN-ERI2202-01,1,CONN-ERI2202-02,1,CONN-ERI2202-03,1,CONN-ERI2202-04,1,HAND-삼형 1H,2,KNOB-GRAY-LARGE,1,MANUAL-ERI2202,1,PADCOM-01,1,PADCOM-02,1,PCB-ERI2202-01,1,PCB-ERI2202-02,1,SWI-BL-120LR,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56 ,PA-ERU2160S,ERU-2160S,ERU-2160S,EA,,이진형,06월 05일,BOX-EKARS1H,1,CAP-C1103TSS,1,CASE-ERU2160S,1,CONN-CHD1140-03-01,3,CABLE-UTP-02,1,CONN-ERU2160S-01,1,CONN-ERU2160S-02,2,CONN-ERU2160S-03,1,CONN-ERU2160S-04,1,HAND-삼형 1H,2,MANUAL-ERU2160S,1,MOLD-ERA2160S-01,1,PADCOM-01,1,PADCOM-02,1,PCB-ERU2160S-01,1,PCB-ERU2160S-02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57 ,PA-ERU2160,ERU-2160,ERU-2160,EA,,이진형,06월 05일,BOX-EKARS1H,1,CAP-C1103TSS,1,CABLE-UTP-02,1,CASE-ERU2160,1,CONN-ERU2160S-01,1,CONN-ERU2160S-02,2,CONN-ERU2160S-03,1,CONN-ERU2160S-04,1,HAND-삼형 1H,2,MANUAL-ERU2160,1,MOLD-ERA2160S-01,1,PADCOM-01,1,PADCOM-02,1,PCB-ERU2160-01,1,PCB-ERU2160-02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58 ,PA-ERA2160,ERA-2160,ERA-2160,EA,,이진형,06월 05일,ACR-ERA2160,1,BOX-ERA2160,1,CAP-C1103TSS,3,CAP-WHITE-SMALL,4,CASE-ERA2160,1,CONN-ERA2160-04-2,1,CONN-ERA2160-08-2,1,KNOB-GRAY-SMALL,4,LCD-ERA2160-01,1,MANUAL-ERA2160,1,MIC-HDM1000,1,PAD-ERA2160,1,PCB-ERA2160-01,1,PCB-ERA2160-02,1,PCB-ERA2160-03,1,PCB-ERA2160-04,1,SP-MICRO SPEAKER,1,SWI-WAV2212,1,MET-BUMP ON,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59 ,PA-ETB2062R,ETB-2062R,ETB-2062R,EA,,이진형,06월 05일,CASE-ETB2062,1,BOX-ETB2062,1,HAND-삼형 2H,2,PADCOM-06,2,TER-10P/2/ST,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60 ,PA-LTB712,LTB-712,LTB-712,EA,,이진형,06월 05일,BOX-LTB712,1,CASE-LTB712,1,CONN-CHD1140-03,3,FR-LTB712,1,HAND-LOTTE 2H,2,PADCOM-06,2,PCB-LTB713-01,3,PCB-LTB713-01,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
